Group,Num,Time,Priority,Category,Message,Source,Destination,Notes,Rule
6,129,UTC 11/01/2014 10:19:37.816,Notice,Network Access,Web management request allowed,"216.255.240.34,57132,X1","173.240.220.68,80,X1",TCP HTTP,
6,130,UTC 11/01/2014 10:19:47.784,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2187,X0",Port: 2187,
6,131,UTC 11/01/2014 10:19:47.816,Notice,Network Access,UDP packet dropped,"89.160.159.71,39431,X1","173.240.220.68,25091,X1",Port: 25091,
6,132,UTC 11/01/2014 10:19:48.240,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
6,133,UTC 11/01/2014 10:20:15.016,Notice,Network Access,TCP connection dropped,"50.22.22.146,47976,X1,50.22.22.146-static.reverse.softlayer.com","173.240.220.68,22,X1",SSH,
7,1,UTC 11/01/2014 10:20:17.832,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2195,X0",Port: 2195,
7,2,UTC 11/01/2014 10:20:27.816,Notice,Network Access,Web management request allowed,"216.255.240.34,57144,X1","173.240.220.68,80,X1",TCP HTTP,
7,3,UTC 11/01/2014 10:21:17.832,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2197,X0",Port: 2197,
7,4,UTC 11/01/2014 10:21:26.560,Notice,Network Access,UDP packet dropped,"173.240.220.50,49238,X1","173.240.220.255,137",NetBios NS UDP,
7,5,UTC 11/01/2014 10:21:27.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57160,X1","173.240.220.68,80,X1",TCP HTTP,
7,6,UTC 11/01/2014 10:21:32.720,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
7,7,UTC 11/01/2014 10:22:17.848,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2201,X0",Port: 2201,
7,8,UTC 11/01/2014 10:22:27.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57178,X1","173.240.220.68,80,X1",TCP HTTP,
7,9,UTC 11/01/2014 10:22:46.016,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
7,10,UTC 11/01/2014 10:23:20.592,Notice,Network Access,UDP packet dropped,"78.237.190.194,14124,X1,muy83-2-78-237-190-194.fbx.proxad.net","173.240.220.68,30527,X1",Port: 30527,
7,11,UTC 11/01/2014 10:23:22.496,Info,Network Access,DNS packet allowed,"4.2.2.3,53,X1,c.resolvers.level3.net","173.240.220.68,1024,X1",Port: 1024,
7,12,UTC 11/01/2014 10:23:27.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57192,X1","173.240.220.68,80,X1",TCP HTTP,
7,13,UTC 11/01/2014 10:23:30.928,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
7,14,UTC 11/01/2014 10:24:07.704,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,1,UTC 11/01/2014 10:24:08.144,Info,Firewall Logging,Log successfully sent via email,,,,
8,2,UTC 11/01/2014 10:24:15.656,Notice,Network Access,TCP connection dropped,"222.187.222.231,58199,X1","173.240.220.68,8080,X1",Tivo TCP Data,
8,3,UTC 11/01/2014 10:24:27.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57212,X1","173.240.220.68,80,X1",TCP HTTP,
8,4,UTC 11/01/2014 10:24:27.848,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2272,X0",Port: 2272,
8,5,UTC 11/01/2014 10:24:31.624,Notice,Network Access,UDP packet dropped,"103.227.97.220,11383,X1","173.240.220.68,20475,X1",Port: 20475,
8,6,UTC 11/01/2014 10:25:25.208,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,7,UTC 11/01/2014 10:25:27.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57226,X1","173.240.220.68,80,X1",TCP HTTP,
8,8,UTC 11/01/2014 10:25:27.848,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2277,X0",Port: 2277,
8,9,UTC 11/01/2014 10:26:26.912,Notice,Network Access,UDP packet dropped,"81.34.96.97,11738,X1,97.red-81-34-96.dynamicip.rima-tde.net","173.240.220.68,10573,X1",Port: 10573,
8,10,UTC 11/01/2014 10:26:27.464,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,11,UTC 11/01/2014 10:26:27.912,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2281,X0",Port: 2281,
8,12,UTC 11/01/2014 10:26:33.912,Notice,Network Access,Web management request allowed,"216.255.240.34,57242,X1","173.240.220.68,80,X1",TCP HTTP,
8,13,UTC 11/01/2014 10:26:33.912,Notice,Network Access,Web management request allowed,"216.255.240.34,57243,X1","173.240.220.68,80,X1",TCP HTTP,
8,14,UTC 11/01/2014 10:27:27.912,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2285,X0",Port: 2285,
8,15,UTC 11/01/2014 10:27:33.928,Notice,Network Access,Web management request allowed,"216.255.240.34,57259,X1","173.240.220.68,80,X1",TCP HTTP,
8,16,UTC 11/01/2014 10:27:37.656,Notice,Network Access,UDP packet dropped,"173.240.220.50,42039,X1","173.240.220.255,137",NetBios NS UDP,
8,17,UTC 11/01/2014 10:28:27.288,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,18,UTC 11/01/2014 10:28:33.928,Notice,Network Access,Web management request allowed,"216.255.240.34,57273,X1","173.240.220.68,80,X1",TCP HTTP,
8,19,UTC 11/01/2014 10:28:33.928,Notice,Network Access,Web management request allowed,"216.255.240.34,57274,X1","173.240.220.68,80,X1",TCP HTTP,
8,20,UTC 11/01/2014 10:28:52.720,Notice,Network Access,UDP packet dropped,"37.60.213.226,1027,X1","173.240.220.68,20475,X1",Port: 20475,
8,21,UTC 11/01/2014 10:28:53.016,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2288,X0",Port: 2288,
8,22,UTC 11/01/2014 10:28:53.016,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.5,3,X0,complab-ad.complab.eng","ICMP Destination Unreachable,Code: 3",
8,23,UTC 11/01/2014 10:29:33.944,Notice,Network Access,Web management request allowed,"216.255.240.34,57290,X1","173.240.220.68,80,X1",TCP HTTP,
8,24,UTC 11/01/2014 10:30:01.640,Notice,Network Access,TCP connection dropped,"222.186.56.69,40660,X1","173.240.220.68,22,X1",SSH,
8,25,UTC 11/01/2014 10:30:05.640,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2294,X0",Port: 2294,
8,26,UTC 11/01/2014 10:30:05.640,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.5,3,X0,complab-ad.complab.eng","ICMP Destination Unreachable,Code: 3",
8,27,UTC 11/01/2014 10:30:24.352,Notice,Network Access,UDP packet dropped,"173.240.220.50,41237,X1","173.240.220.255,137",NetBios NS UDP,
8,28,UTC 11/01/2014 10:30:33.944,Notice,Network Access,Web management request allowed,"216.255.240.34,57307,X1","173.240.220.68,80,X1",TCP HTTP,
8,29,UTC 11/01/2014 10:31:17.848,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2301,X0",Port: 2301,
8,30,UTC 11/01/2014 10:31:20.288,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,31,UTC 11/01/2014 10:31:34.000,Notice,Network Access,Web management request allowed,"216.255.240.34,57322,X1","173.240.220.68,80,X1",TCP HTTP,
8,32,UTC 11/01/2014 10:32:07.864,Notice,Network Access,UDP packet dropped,"173.240.220.50,54356,X1","173.240.220.255,137",NetBios NS UDP,
8,33,UTC 11/01/2014 10:32:17.848,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2305,X0",Port: 2305,
8,34,UTC 11/01/2014 10:32:27.736,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,35,UTC 11/01/2014 10:32:34.000,Notice,Network Access,Web management request allowed,"216.255.240.34,57339,X1","173.240.220.68,80,X1",TCP HTTP,
8,36,UTC 11/01/2014 10:32:50.912,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
8,37,UTC 11/01/2014 10:33:17.848,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2308,X0",Port: 2308,
8,38,UTC 11/01/2014 10:33:34.016,Notice,Network Access,Web management request allowed,"216.255.240.34,57364,X1","173.240.220.68,80,X1",TCP HTTP,
8,39,UTC 11/01/2014 10:33:34.144,Notice,Network Access,UDP packet dropped,"86.19.206.188,63061,X1,cpc6-ches4-2-0-cust187.9-1.cable.virginm.net","173.240.220.68,50461,X1",Port: 50461,
8,40,UTC 11/01/2014 10:34:10.016,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,41,UTC 11/01/2014 10:34:17.848,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2312,X0",Port: 2312,
8,42,UTC 11/01/2014 10:34:34.016,Notice,Network Access,Web management request allowed,"216.255.240.34,57381,X1","173.240.220.68,80,X1",TCP HTTP,
8,43,UTC 11/01/2014 10:34:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57384,X1","173.240.220.68,80,X1",TCP HTTP,
8,44,UTC 11/01/2014 10:34:55.064,Notice,Network Access,TCP connection dropped,"218.77.79.43,46538,X1","173.240.220.68,25,X1",SMTP (Send E-Mail),
8,45,UTC 11/01/2014 10:34:55.080,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2315,X0",Port: 2315,
8,46,UTC 11/01/2014 10:35:03.592,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.5,3,X0,complab-ad.complab.eng","ICMP Destination Unreachable,Code: 3",
8,47,UTC 11/01/2014 10:35:17.848,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2317,X0",Port: 2317,
8,48,UTC 11/01/2014 10:35:24.704,Notice,Network Access,UDP packet dropped,"86.19.206.188,63061,X1,cpc6-ches4-2-0-cust187.9-1.cable.virginm.net","173.240.220.68,50461,X1",Port: 50461,
8,49,UTC 11/01/2014 10:35:34.032,Notice,Network Access,Web management request allowed,"216.255.240.34,57395,X1","173.240.220.68,80,X1",TCP HTTP,
8,50,UTC 11/01/2014 10:36:17.848,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2321,X0",Port: 2321,
8,51,UTC 11/01/2014 10:36:29.720,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,52,UTC 11/01/2014 10:36:37.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57413,X1","173.240.220.68,80,X1",TCP HTTP,
8,53,UTC 11/01/2014 10:37:20.032,Notice,Network Access,UDP packet dropped,"173.240.220.50,35248,X1","173.240.220.255,137",NetBios NS UDP,
8,54,UTC 11/01/2014 10:37:20.112,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2324,X0",Port: 2324,
8,55,UTC 11/01/2014 10:37:37.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57433,X1","173.240.220.68,80,X1",TCP HTTP,
8,56,UTC 11/01/2014 10:38:22.464,Info,Network Access,DNS packet allowed,"4.2.2.3,53,X1,c.resolvers.level3.net","173.240.220.68,1024,X1",Port: 1024,
8,57,UTC 11/01/2014 10:38:37.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57451,X1","173.240.220.68,80,X1",TCP HTTP,
8,58,UTC 11/01/2014 10:38:46.576,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,59,UTC 11/01/2014 10:39:23.032,Info,Network Access,DNS packet allowed,"4.2.2.4,53,X1,d.resolvers.level3.net","173.240.220.68,1024,X1",Port: 1024,
8,60,UTC 11/01/2014 10:39:29.608,Notice,Network Access,UDP packet dropped,"95.54.120.83,10093,X1","173.240.220.68,31585,X1",Port: 31585,
8,61,UTC 11/01/2014 10:39:30.304,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
8,62,UTC 11/01/2014 10:39:37.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57473,X1","173.240.220.68,80,X1",TCP HTTP,
8,63,UTC 11/01/2014 10:40:34.080,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2336,X0",Port: 2336,
8,64,UTC 11/01/2014 10:40:37.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57490,X1","173.240.220.68,80,X1",TCP HTTP,
8,65,UTC 11/01/2014 10:40:39.112,Notice,Network Access,UDP packet dropped,"174.96.222.24,21232,X1,cpe-174-096-222-024.carolina.res.rr.com","173.240.220.68,31585,X1",Port: 31585,
8,66,UTC 11/01/2014 10:40:54.848,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,67,UTC 11/01/2014 10:41:01.672,Notice,Network Access,TCP connection dropped,"103.227.97.220,11548,X1","173.240.220.68,20475,X1",Port: 20475,
8,68,UTC 11/01/2014 10:41:34.096,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2342,X0",Port: 2342,
8,69,UTC 11/01/2014 10:41:37.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57508,X1","173.240.220.68,80,X1",TCP HTTP,
8,70,UTC 11/01/2014 10:42:30.032,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,71,UTC 11/01/2014 10:42:37.096,Notice,Network Access,UDP packet dropped,"184.105.139.109,50951,X1,scan-03i.shadowserver.org","173.240.220.68,1900,X1",Port: 1900,
8,72,UTC 11/01/2014 10:42:37.112,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2346,X0",Port: 2346,
8,73,UTC 11/01/2014 10:42:37.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57525,X1","173.240.220.68,80,X1",TCP HTTP,
8,74,UTC 11/01/2014 10:42:48.688,Notice,Network Access,TCP connection dropped,"103.227.97.220,11966,X1","173.240.220.68,20475,X1",Port: 20475,
8,75,UTC 11/01/2014 10:43:37.832,Notice,Network Access,Web management request allowed,"204.212.170.10,39628,X1,snwlhosted.com","173.240.220.68,80,X1",TCP HTTP,
8,76,UTC 11/01/2014 10:44:12.272,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,77,UTC 11/01/2014 10:44:15.656,Notice,Network Access,UDP packet dropped,"173.240.220.50,50709,X1","173.240.220.255,137",NetBios NS UDP,
8,78,UTC 11/01/2014 10:44:15.672,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2352,X0",Port: 2352,
8,79,UTC 11/01/2014 10:44:37.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57556,X1","173.240.220.68,80,X1",TCP HTTP,
8,80,UTC 11/01/2014 10:45:17.848,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2356,X0",Port: 2356,
8,81,UTC 11/01/2014 10:45:37.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57572,X1","173.240.220.68,80,X1",TCP HTTP,
8,82,UTC 11/01/2014 10:45:41.800,Notice,Firewall Event,System time updated based on response from NTP server,,,Received reply from NTP server 50.7.68.4. Update system time from 11/01/2014 03:45:41.560 to 11/01/2014 03:45:41.800,
8,83,UTC 11/01/2014 10:46:17.832,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2361,X0",Port: 2361,
8,84,UTC 11/01/2014 10:46:29.848,Notice,Network Access,UDP packet dropped,"87.88.10.117,51320,X1,per92-h05-87-88-10-117.dsl.sta.abo.bbox.fr","173.240.220.68,31585,X1",Port: 31585,
8,85,UTC 11/01/2014 10:46:32.016,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,86,UTC 11/01/2014 10:46:47.816,Notice,Network Access,Web management request allowed,"216.255.240.34,57587,X1","173.240.220.68,80,X1",TCP HTTP,
8,87,UTC 11/01/2014 10:47:17.944,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2365,X0",Port: 2365,
8,88,UTC 11/01/2014 10:47:43.464,Notice,Network Access,UDP packet dropped,"173.240.220.50,55239,X1","173.240.220.255,137",NetBios NS UDP,
8,89,UTC 11/01/2014 10:47:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57602,X1","173.240.220.68,80,X1",TCP HTTP,
8,90,UTC 11/01/2014 10:48:34.128,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2371,X0",Port: 2371,
8,91,UTC 11/01/2014 10:48:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57621,X1","173.240.220.68,80,X1",TCP HTTP,
8,92,UTC 11/01/2014 10:49:15.864,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.5,3,X0,complab-ad.complab.eng","ICMP Destination Unreachable,Code: 3",
8,93,UTC 11/01/2014 10:49:31.240,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,94,UTC 11/01/2014 10:49:31.880,Notice,Network Access,UDP packet dropped,"177.98.84.156,27842,X1","173.240.220.68,26965,X1",Port: 26965,
8,95,UTC 11/01/2014 10:49:34.144,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2376,X0",Port: 2376,
8,96,UTC 11/01/2014 10:49:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57636,X1","173.240.220.68,80,X1",TCP HTTP,
8,97,UTC 11/01/2014 10:49:57.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57639,X1","173.240.220.68,80,X1",TCP HTTP,
8,98,UTC 11/01/2014 10:50:05.688,Notice,Network Access,TCP connection dropped,"103.227.97.220,11496,X1","173.240.220.68,20475,X1",Port: 20475,
8,99,UTC 11/01/2014 10:50:05.864,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2377,X0",Port: 2377,
8,100,UTC 11/01/2014 10:50:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57651,X1","173.240.220.68,80,X1",TCP HTTP,
8,101,UTC 11/01/2014 10:51:06.096,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2380,X0",Port: 2380,
8,102,UTC 11/01/2014 10:51:11.272,Notice,Network Access,UDP packet dropped,"173.240.220.50,49908,X1","173.240.220.255,137",NetBios NS UDP,
8,103,UTC 11/01/2014 10:51:18.912,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,104,UTC 11/01/2014 10:51:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57669,X1","173.240.220.68,80,X1",TCP HTTP,
8,105,UTC 11/01/2014 10:52:18.128,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2385,X0",Port: 2385,
8,106,UTC 11/01/2014 10:52:18.128,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
8,107,UTC 11/01/2014 10:52:19.320,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,108,UTC 11/01/2014 10:52:38.528,Notice,Network Access,UDP packet dropped,"2.100.241.29,53750,X1,host-2-100-241-29.as13285.net","173.240.220.68,31585,X1",Port: 31585,
8,109,UTC 11/01/2014 10:52:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57683,X1","173.240.220.68,80,X1",TCP HTTP,
8,110,UTC 11/01/2014 10:53:17.848,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2388,X0",Port: 2388,
8,111,UTC 11/01/2014 10:53:21.432,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,112,UTC 11/01/2014 10:53:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57697,X1","173.240.220.68,80,X1",TCP HTTP,
8,113,UTC 11/01/2014 10:54:17.528,Notice,Network Access,UDP packet dropped,"142.196.0.40,50683,X1,142-196-0-40.res.bhn.net","173.240.220.68,16975,X1",Port: 16975,
8,114,UTC 11/01/2014 10:54:17.544,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2392,X0",Port: 2392,
8,115,UTC 11/01/2014 10:54:23.224,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,116,UTC 11/01/2014 10:54:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57715,X1","173.240.220.68,80,X1",TCP HTTP,
8,117,UTC 11/01/2014 10:54:52.112,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
8,118,UTC 11/01/2014 10:55:17.848,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2398,X0",Port: 2398,
8,119,UTC 11/01/2014 10:55:20.224,Notice,Network Access,UDP packet dropped,"173.240.220.50,47004,X1","173.240.220.255,137",NetBios NS UDP,
8,120,UTC 11/01/2014 10:55:25.000,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,121,UTC 11/01/2014 10:55:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57733,X1","173.240.220.68,80,X1",TCP HTTP,
8,122,UTC 11/01/2014 10:56:06.592,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
8,123,UTC 11/01/2014 10:56:23.000,Notice,Network Access,UDP packet dropped,"78.37.47.139,58034,X1,ip78-37-47-139.onego.ru","173.240.220.68,26965,X1",Port: 26965,
8,124,UTC 11/01/2014 10:56:23.240,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2403,X0",Port: 2403,
8,125,UTC 11/01/2014 10:56:25.704,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,126,UTC 11/01/2014 10:56:49.176,Notice,Network Access,Web management request allowed,"216.255.240.34,57759,X1","173.240.220.68,80,X1",TCP HTTP,
8,127,UTC 11/01/2014 10:57:27.576,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
8,128,UTC 11/01/2014 10:57:34.192,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2406,X0",Port: 2406,
8,129,UTC 11/01/2014 10:57:49.176,Notice,Network Access,Web management request allowed,"216.255.240.34,57777,X1","173.240.220.68,80,X1",TCP HTTP,
8,130,UTC 11/01/2014 10:58:00.352,Notice,Network Access,UDP packet dropped,"87.88.10.117,51320,X1,per92-h05-87-88-10-117.dsl.sta.abo.bbox.fr","173.240.220.68,31585,X1",Port: 31585,
8,131,UTC 11/01/2014 10:58:34.192,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2410,X0",Port: 2410,
8,132,UTC 11/01/2014 10:58:36.768,Notice,Network Access,TCP connection dropped,"219.139.20.9,14664,X1","173.240.220.68,3389,X1",Terminal Services TCP,
8,133,UTC 11/01/2014 10:58:37.048,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.5,3,X0,complab-ad.complab.eng","ICMP Destination Unreachable,Code: 3",
9,1,UTC 11/01/2014 10:58:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57790,X1","173.240.220.68,80,X1",TCP HTTP,
9,2,UTC 11/01/2014 10:59:03.336,Notice,Network Access,UDP packet dropped,"176.42.14.195,61192,X1,host-176-42-14-195.reverse.superonline.net","173.240.220.68,26965,X1",Port: 26965,
9,3,UTC 11/01/2014 10:59:34.208,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,2414,X0",Port: 2414,
9,4,UTC 11/01/2014 10:59:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57804,X1","173.240.220.68,80,X1",TCP HTTP,
9,5,UTC 11/01/2014 11:00:32.944,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,6,UTC 11/01/2014 11:00:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57823,X1","173.240.220.68,80,X1",TCP HTTP,
9,7,UTC 11/01/2014 11:00:49.928,Notice,Network Access,UDP packet dropped,"71.84.218.146,19855,X1,71-84-218-146.dhcp.ccmn.ca.charter.com","173.240.220.68,25091,X1",Port: 25091,
9,8,UTC 11/01/2014 11:00:49.944,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,2419,X0",Port: 2419,
9,9,UTC 11/01/2014 11:01:41.784,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
9,10,UTC 11/01/2014 11:01:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57843,X1","173.240.220.68,80,X1",TCP HTTP,
9,11,UTC 11/01/2014 11:01:50.608,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,2424,X0",Port: 2424,
9,12,UTC 11/01/2014 11:02:15.816,Notice,Network Access,UDP packet dropped,"173.240.220.50,42753,X1","173.240.220.255,137",NetBios NS UDP,
9,13,UTC 11/01/2014 11:02:47.832,Notice,Network Access,Web management request allowed,"216.255.240.34,57859,X1","173.240.220.68,80,X1",TCP HTTP,
