Group,Num,Time,Priority,Category,Message,Source,Destination,Notes,Rule
2,23,UTC 11/01/2014 07:41:38.608,Notice,Network Access,UDP packet dropped,"213.24.127.19,5834,X1","173.240.220.68,26965,X1",Port: 26965,
2,24,UTC 11/01/2014 07:42:02.624,Notice,Network Access,Web management request allowed,"216.255.240.34,54351,X1","173.240.220.68,80,X1",TCP HTTP,
2,25,UTC 11/01/2014 07:42:39.144,Notice,Network Access,UDP packet dropped,"1.53.93.27,27757,X1","173.240.220.68,31585,X1",Port: 31585,
2,26,UTC 11/01/2014 07:42:43.336,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,1395,X0",Port: 1395,
2,27,UTC 11/01/2014 07:42:48.368,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.5,3,X0,complab-ad.complab.eng","ICMP Destination Unreachable,Code: 3",
2,28,UTC 11/01/2014 07:43:02.624,Notice,Network Access,Web management request allowed,"216.255.240.34,54368,X1","173.240.220.68,80,X1",TCP HTTP,
2,29,UTC 11/01/2014 07:43:19.064,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
2,30,UTC 11/01/2014 07:43:44.336,Notice,Network Access,UDP packet dropped,"5.129.220.38,14414,X1","173.240.220.68,31585,X1",Port: 31585,
2,31,UTC 11/01/2014 07:43:47.640,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,1400,X0",Port: 1400,
2,32,UTC 11/01/2014 07:44:02.624,Notice,Network Access,Web management request allowed,"216.255.240.34,54382,X1","173.240.220.68,80,X1",TCP HTTP,
2,33,UTC 11/01/2014 07:44:25.400,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
2,34,UTC 11/01/2014 07:44:44.144,Notice,Network Access,UDP packet dropped,"99.71.105.206,45451,X1","173.240.220.68,25091,X1",Port: 25091,
2,35,UTC 11/01/2014 07:44:45.512,Notice,Network Access,TCP connection dropped,"95.245.6.152,51594,X1","173.240.220.68,26965,X1",Port: 26965,
2,36,UTC 11/01/2014 07:44:47.656,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,1411,X0",Port: 1411,
2,37,UTC 11/01/2014 07:44:49.368,Notice,Firewall Event,System time updated based on response from NTP server,,,Received reply from NTP server 74.207.242.71. Update system time from 11/01/2014 00:44:49.240 to 11/01/2014 00:44:49.368,
2,38,UTC 11/01/2014 07:45:02.640,Notice,Network Access,Web management request allowed,"216.255.240.34,54396,X1","173.240.220.68,80,X1",TCP HTTP,
2,39,UTC 11/01/2014 07:45:47.656,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,1416,X0",Port: 1416,
2,40,UTC 11/01/2014 07:45:49.720,Notice,Network Access,UDP packet dropped,"72.200.197.131,25521,X1","173.240.220.68,31585,X1",Port: 31585,
2,41,UTC 11/01/2014 07:46:00.096,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
2,42,UTC 11/01/2014 07:46:02.640,Notice,Network Access,Web management request allowed,"216.255.240.34,54414,X1","173.240.220.68,80,X1",TCP HTTP,
2,43,UTC 11/01/2014 07:46:06.432,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
2,44,UTC 11/01/2014 07:46:41.544,Notice,Network Access,TCP connection dropped,"95.245.6.152,51918,X1","173.240.220.68,26965,X1",Port: 26965,
2,45,UTC 11/01/2014 07:46:47.672,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,1422,X0",Port: 1422,
2,46,UTC 11/01/2014 07:46:52.576,Notice,Network Access,UDP packet dropped,"99.231.105.224,55931,X1","173.240.220.68,47681,X1",Port: 47681,
2,47,UTC 11/01/2014 07:47:02.656,Notice,Network Access,Web management request allowed,"216.255.240.34,54434,X1","173.240.220.68,80,X1",TCP HTTP,
2,48,UTC 11/01/2014 07:47:04.816,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
2,49,UTC 11/01/2014 07:47:47.672,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,1432,X0",Port: 1432,
2,50,UTC 11/01/2014 07:48:02.656,Notice,Network Access,Web management request allowed,"216.255.240.34,54449,X1","173.240.220.68,80,X1",TCP HTTP,
2,51,UTC 11/01/2014 07:48:05.048,Notice,Network Access,UDP packet dropped,"94.51.190.45,35333,X1","173.240.220.68,31585,X1",Port: 31585,
2,52,UTC 11/01/2014 07:48:05.672,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
2,53,UTC 11/01/2014 07:48:07.112,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
2,54,UTC 11/01/2014 07:48:10.496,Notice,Network Access,TCP connection dropped,"113.195.145.81,6000,X1","173.240.220.68,8022,X1",Port: 8022,
2,55,UTC 11/01/2014 07:48:19.160,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,1434,X0",Port: 1434,
2,56,UTC 11/01/2014 07:48:47.688,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,1439,X0",Port: 1439,
2,57,UTC 11/01/2014 07:49:02.672,Notice,Network Access,Web management request allowed,"216.255.240.34,54469,X1","173.240.220.68,80,X1",TCP HTTP,
2,58,UTC 11/01/2014 07:49:27.720,Notice,Network Access,Web management request allowed,"216.255.240.34,54476,X1","173.240.220.68,80,X1",TCP HTTP,
2,59,UTC 11/01/2014 07:49:28.080,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
2,60,UTC 11/01/2014 07:49:45.704,Notice,Network Access,UDP packet dropped,"74.111.216.111,50578,X1","173.240.220.68,31585,X1",Port: 31585,
2,61,UTC 11/01/2014 07:49:47.688,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,1443,X0",Port: 1443,
2,62,UTC 11/01/2014 07:49:50.032,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
2,63,UTC 11/01/2014 07:50:02.672,Notice,Network Access,Web management request allowed,"216.255.240.34,54487,X1","173.240.220.68,80,X1",TCP HTTP,
2,64,UTC 11/01/2014 07:50:42.864,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
2,65,UTC 11/01/2014 07:50:51.192,Notice,Network Access,UDP packet dropped,"104.33.182.21,55351,X1,cpe-104-33-182-21.socal.res.rr.com","173.240.220.68,23666,X1",Port: 23666,
2,66,UTC 11/01/2014 07:50:51.208,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,1458,X0",Port: 1458,
2,67,UTC 11/01/2014 07:51:00.736,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
2,68,UTC 11/01/2014 07:51:02.688,Notice,Network Access,Web management request allowed,"216.255.240.34,54505,X1","173.240.220.68,80,X1",TCP HTTP,
2,69,UTC 11/01/2014 07:51:09.944,Notice,Network Access,TCP connection dropped,"95.245.6.152,52333,X1","173.240.220.68,26965,X1",Port: 26965,
2,70,UTC 11/01/2014 07:51:52.736,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,1475,X0",Port: 1475,
2,71,UTC 11/01/2014 07:52:02.688,Notice,Network Access,Web management request allowed,"216.255.240.34,54524,X1","173.240.220.68,80,X1",TCP HTTP,
2,72,UTC 11/01/2014 07:52:06.192,Notice,Network Access,UDP packet dropped,"178.120.135.162,22087,X1,mm-162-135-120-178.dynamic.pppoe.mgts.by","173.240.220.68,25091,X1",Port: 25091,
2,73,UTC 11/01/2014 07:52:07.384,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
2,74,UTC 11/01/2014 07:52:26.480,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
2,75,UTC 11/01/2014 07:52:54.384,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,1489,X0",Port: 1489,
2,76,UTC 11/01/2014 07:53:02.704,Notice,Network Access,Web management request allowed,"216.255.240.34,54544,X1","173.240.220.68,80,X1",TCP HTTP,
2,77,UTC 11/01/2014 07:53:07.944,Notice,Network Access,UDP packet dropped,"109.87.9.196,20637,X1,196.9.87.109.triolan.net","173.240.220.68,31585,X1",Port: 31585,
2,78,UTC 11/01/2014 07:53:21.384,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.5,3,X0,complab-ad.complab.eng","ICMP Destination Unreachable,Code: 3",
2,79,UTC 11/01/2014 07:53:54.912,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,1501,X0",Port: 1501,
2,80,UTC 11/01/2014 07:54:02.704,Notice,Network Access,Web management request allowed,"216.255.240.34,54564,X1","173.240.220.68,80,X1",TCP HTTP,
2,81,UTC 11/01/2014 07:54:12.032,Notice,Network Access,UDP packet dropped,"72.191.23.86,11174,X1","173.240.220.68,31585,X1",Port: 31585,
2,82,UTC 11/01/2014 07:54:28.832,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
2,83,UTC 11/01/2014 07:54:39.032,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
2,84,UTC 11/01/2014 07:54:58.768,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,1521,X0",Port: 1521,
2,85,UTC 11/01/2014 07:55:02.720,Notice,Network Access,Web management request allowed,"216.255.240.34,54581,X1","173.240.220.68,80,X1",TCP HTTP,
2,86,UTC 11/01/2014 07:55:10.400,Notice,Network Access,UDP packet dropped,"70.210.192.120,2832,X1,120.sub-70-210-192.myvzw.com","173.240.220.68,25091,X1",Port: 25091,
2,87,UTC 11/01/2014 07:55:40.192,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.5,3,X0,complab-ad.complab.eng","ICMP Destination Unreachable,Code: 3",
2,88,UTC 11/01/2014 07:55:48.384,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
2,89,UTC 11/01/2014 07:56:02.720,Notice,Network Access,Web management request allowed,"216.255.240.34,54597,X1","173.240.220.68,80,X1",TCP HTTP,
2,90,UTC 11/01/2014 07:56:06.528,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,1540,X0",Port: 1540,
2,91,UTC 11/01/2014 07:56:10.256,Notice,Network Access,UDP packet dropped,"185.9.227.224,12000,X1","173.240.220.68,25091,X1",Port: 25091,
2,92,UTC 11/01/2014 07:56:13.448,Info,Network Access,ICMP packet allowed,"31.176.188.135,0,X1","173.240.220.68,8,X1","Echo,Code: 0",
2,93,UTC 11/01/2014 07:56:13.640,Notice,Network Access,TCP connection dropped,"31.176.188.135,1491,X1","173.240.220.68,4899,X1",iMesh,
2,94,UTC 11/01/2014 07:56:50.464,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.5,3,X0,complab-ad.complab.eng","ICMP Destination Unreachable,Code: 3",
2,95,UTC 11/01/2014 07:57:02.736,Notice,Network Access,Web management request allowed,"216.255.240.34,54612,X1","173.240.220.68,80,X1",TCP HTTP,
2,96,UTC 11/01/2014 07:57:10.064,Notice,Network Access,UDP packet dropped,"69.245.232.56,64816,X1,c-69-245-232-56.hsd1.il.comcast.net","173.240.220.68,31585,X1",Port: 31585,
2,97,UTC 11/01/2014 07:57:10.080,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,1566,X0",Port: 1566,
2,98,UTC 11/01/2014 07:57:47.160,Notice,Network Access,UDP packet dropped,"5.139.251.244,45854,X1","173.240.220.68,25091,X1",Port: 25091,
2,99,UTC 11/01/2014 07:58:02.384,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
2,100,UTC 11/01/2014 07:58:02.736,Notice,Network Access,Web management request allowed,"216.255.240.34,54633,X1","173.240.220.68,80,X1",TCP HTTP,
2,101,UTC 11/01/2014 07:58:09.368,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
2,102,UTC 11/01/2014 07:58:11.928,Notice,Network Access,UDP packet dropped,"212.97.12.162,28099,X1","173.240.220.68,25091,X1",Port: 25091,
2,103,UTC 11/01/2014 07:58:13.288,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,1579,X0",Port: 1579,
2,104,UTC 11/01/2014 07:59:02.752,Notice,Network Access,Web management request allowed,"216.255.240.34,54648,X1","173.240.220.68,80,X1",TCP HTTP,
2,105,UTC 11/01/2014 07:59:20.144,Notice,Network Access,UDP packet dropped,"66.69.137.147,40644,X1,cpe-66-69-137-147.sw.res.rr.com","173.240.220.68,25091,X1",Port: 25091,
2,106,UTC 11/01/2014 07:59:20.224,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,1593,X0",Port: 1593,
2,107,UTC 11/01/2014 07:59:33.544,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
2,108,UTC 11/01/2014 07:59:52.160,Notice,Network Access,TCP connection dropped,"1.168.235.199,4299,X1,1-168-235-199.dynamic.hinet.net","173.240.220.68,445,X1",SMB,
2,109,UTC 11/01/2014 08:00:02.752,Notice,Network Access,Web management request allowed,"216.255.240.34,54662,X1","173.240.220.68,80,X1",TCP HTTP,
2,110,UTC 11/01/2014 08:00:27.752,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,1606,X0",Port: 1606,
2,111,UTC 11/01/2014 08:00:28.528,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
2,112,UTC 11/01/2014 08:00:29.528,Notice,Network Access,UDP packet dropped,"62.140.253.23,65329,X1,23.fryazino.net","173.240.220.68,25091,X1",Port: 25091,
2,113,UTC 11/01/2014 08:01:02.768,Notice,Network Access,Web management request allowed,"216.255.240.34,54722,X1","173.240.220.68,80,X1",TCP HTTP,
2,114,UTC 11/01/2014 08:01:27.672,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,1616,X0",Port: 1616,
2,115,UTC 11/01/2014 08:01:29.080,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
2,116,UTC 11/01/2014 08:02:07.736,Notice,Network Access,Web management request allowed,"216.255.240.34,54759,X1","173.240.220.68,80,X1",TCP HTTP,
2,117,UTC 11/01/2014 08:02:08.784,Notice,Network Access,UDP packet dropped,"173.240.220.50,54130,X1","173.240.220.255,137",NetBios NS UDP,
2,118,UTC 11/01/2014 08:02:29.528,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,1621,X0",Port: 1621,
2,119,UTC 11/01/2014 08:03:07.736,Notice,Network Access,Web management request allowed,"216.255.240.34,54773,X1","173.240.220.68,80,X1",TCP HTTP,
2,120,UTC 11/01/2014 08:03:23.592,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
2,121,UTC 11/01/2014 08:03:27.752,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,1624,X0",Port: 1624,
2,122,UTC 11/01/2014 08:03:49.656,Notice,Network Access,UDP packet dropped,"83.219.138.158,31468,X1,cgn-pool-83-219-138-158.tis-dialog.ru","173.240.220.68,26965,X1",Port: 26965,
2,123,UTC 11/01/2014 08:03:49.672,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,1625,X0",Port: 1625,
2,124,UTC 11/01/2014 08:04:02.048,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.5,3,X0,complab-ad.complab.eng","ICMP Destination Unreachable,Code: 3",
2,125,UTC 11/01/2014 08:04:07.736,Notice,Network Access,Web management request allowed,"216.255.240.34,54790,X1","173.240.220.68,80,X1",TCP HTTP,
2,126,UTC 11/01/2014 08:04:32.784,Notice,Network Access,Web management request allowed,"216.255.240.34,54796,X1","173.240.220.68,80,X1",TCP HTTP,
2,127,UTC 11/01/2014 08:04:55.496,Notice,Network Access,UDP packet dropped,"173.240.220.50,58386,X1","173.240.220.255,137",NetBios NS UDP,
2,128,UTC 11/01/2014 08:04:55.576,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,1634,X0",Port: 1634,
2,129,UTC 11/01/2014 08:05:07.736,Notice,Network Access,Web management request allowed,"216.255.240.34,54805,X1","173.240.220.68,80,X1",TCP HTTP,
2,130,UTC 11/01/2014 08:05:16.144,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
2,131,UTC 11/01/2014 08:06:07.736,Notice,Network Access,Web management request allowed,"216.255.240.34,54821,X1","173.240.220.68,80,X1",TCP HTTP,
2,132,UTC 11/01/2014 08:06:07.752,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,1639,X0",Port: 1639,
3,1,UTC 11/01/2014 08:06:09.528,Notice,Network Access,TCP connection dropped,"122.225.97.96,6000,X1","173.240.220.68,22,X1",SSH,
3,2,UTC 11/01/2014 08:06:09.768,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.6,3,X0,complab-bdc.complab.eng","ICMP Destination Unreachable,Code: 3",
3,3,UTC 11/01/2014 08:06:19.144,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
3,4,UTC 11/01/2014 08:07:07.736,Notice,Network Access,Web management request allowed,"216.255.240.34,54840,X1","173.240.220.68,80,X1",TCP HTTP,
3,5,UTC 11/01/2014 08:07:24.784,Notice,Network Access,UDP packet dropped,"195.88.63.254,1029,X1","173.240.220.68,20475,X1",Port: 20475,
3,6,UTC 11/01/2014 08:07:27.752,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,1645,X0",Port: 1645,
3,7,UTC 11/01/2014 08:07:29.816,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.5,3,X0,complab-ad.complab.eng","ICMP Destination Unreachable,Code: 3",
3,8,UTC 11/01/2014 08:07:38.672,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
3,9,UTC 11/01/2014 08:08:07.736,Notice,Network Access,Web management request allowed,"216.255.240.34,54856,X1","173.240.220.68,80,X1",TCP HTTP,
3,10,UTC 11/01/2014 08:08:27.752,Info,Network Access,DNS packet allowed,"172.30.2.8,53,X0,complab-spare.complab.eng","172.30.51.1,1651,X0",Port: 1651,
3,11,UTC 11/01/2014 08:09:04.480,Notice,Network Access,UDP packet dropped,"173.240.220.50,33252,X1","173.240.220.255,137",NetBios NS UDP,
3,12,UTC 11/01/2014 08:09:07.736,Notice,Network Access,Web management request allowed,"216.255.240.34,54875,X1","173.240.220.68,80,X1",TCP HTTP,
3,13,UTC 11/01/2014 08:09:27.752,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,1653,X0",Port: 1653,
3,14,UTC 11/01/2014 08:09:47.880,Notice,Network Access,TCP connection dropped,"92.6.98.139,54299,X1,host-92-6-98-139.as43234.net","173.240.220.68,26965,X1",Port: 26965,
3,15,UTC 11/01/2014 08:09:56.352,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
3,16,UTC 11/01/2014 08:10:07.736,Notice,Network Access,Web management request allowed,"216.255.240.34,54891,X1","173.240.220.68,80,X1",TCP HTTP,
3,17,UTC 11/01/2014 08:10:19.368,Notice,Network Access,UDP packet dropped,"46.147.135.121,10562,X1,net135.79.95-121.izhevsk.ertelecom.ru","173.240.220.68,26965,X1",Port: 26965,
3,18,UTC 11/01/2014 08:10:19.656,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
3,19,UTC 11/01/2014 08:10:27.752,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,1658,X0",Port: 1658,
3,20,UTC 11/01/2014 08:11:15.880,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
3,21,UTC 11/01/2014 08:11:17.736,Notice,Network Access,Web management request allowed,"216.255.240.34,54913,X1","173.240.220.68,80,X1",TCP HTTP,
3,22,UTC 11/01/2014 08:11:23.128,Notice,Network Access,UDP packet dropped,"115.64.214.202,63378,X1,115-64-214-202.static.tpgi.com.au","173.240.220.68,31585,X1",Port: 31585,
3,23,UTC 11/01/2014 08:11:27.752,Info,Network Access,DNS packet allowed,"172.30.2.5,53,X0,complab-ad.complab.eng","172.30.51.1,1662,X0",Port: 1662,
3,24,UTC 11/01/2014 08:11:40.864,Notice,Network Access,TCP connection dropped,"92.6.98.139,54509,X1,host-92-6-98-139.as43234.net","173.240.220.68,26965,X1",Port: 26965,
3,25,UTC 11/01/2014 08:12:17.736,Notice,Network Access,Web management request allowed,"216.255.240.34,54932,X1","173.240.220.68,80,X1",TCP HTTP,
3,26,UTC 11/01/2014 08:12:27.752,Info,Network Access,DNS packet allowed,"172.30.2.6,53,X0,complab-bdc.complab.eng","172.30.51.1,1667,X0",Port: 1667,
3,27,UTC 11/01/2014 08:12:32.320,Notice,Network Access,UDP packet dropped,"173.240.220.50,47298,X1","173.240.220.255,137",NetBios NS UDP,
3,28,UTC 11/01/2014 08:13:03.528,Notice,Network Access,TCP connection dropped,"121.56.219.149,6000,X1","173.240.220.68,21320,X1",Port: 21320,
3,29,UTC 11/01/2014 08:13:04.544,Info,Network Access,ICMP packet from LAN allowed,"172.30.51.1,3,X0","172.30.2.8,3,X0,complab-spare.complab.eng","ICMP Destination Unreachable,Code: 3",
3,30,UTC 11/01/2014 08:13:10.800,Notice,Network Access,UDP packet dropped,"173.240.220.50,56386,X1","173.240.220.255,137",NetBios NS UDP,
3,31,UTC 11/01/2014 08:13:17.736,Notice,Network Access,Web management request allowed,"216.255.240.34,54957,X1","173.240.220.68,80,X1",TCP HTTP,
3,32,UTC 11/01/2014 08:13:25.848,Notice,Network Access,UDP packet from LAN dropped,"172.30.50.6,68,X0","255.255.255.255,67",UDP Port: 67,
